customer_id,article_id,rating,purchase_year,purchase_month
373,1079,4,1997,10
429,455,3,1997,12
200,420,5,1998,1
405,530,1,1998,1
20,98,3,1997,11
24,358,3,1997,9
301,737,2,1997,12
366,56,5,1998,3
198,559,3,1998,1
16,629,4,1997,10
268,233,3,1997,9
432,546,3,1998,3
407,68,4,1997,9
41,181,4,1998,3
269,396,4,1998,4
246,930,2,1998,1
429,162,4,1997,12
405,652,1,1998,1
1,161,4,1997,9
56,164,4,1998,4
392,129,4,1998,3
181,472,1,1997,11
7,541,2,1998,3
214,324,5,1998,4
154,708,4,1997,11
327,313,4,1998,2
293,1226,3,1998,3
45,108,4,1997,12
178,458,3,1997,12
303,452,2,1997,11
119,717,3,1997,9
361,513,5,1997,11
298,596,3,1998,1
70,69,4,1998,1
151,420,5,1997,11
292,135,4,1997,12
416,71,4,1997,10
451,323,4,1997,11
393,725,2,1998,3
450,566,4,1997,12
197,665,4,1998,4
181,985,1,1997,11
378,921,4,1997,11
185,447,4,1997,12
130,230,3,1997,10
374,1042,5,1997,12
347,959,5,1997,12
237,185,4,1997,11
82,240,1,1998,1
387,69,3,1998,2
22,168,5,1997,11
145,933,1,1997,9
104,713,3,1998,2
267,294,3,1997,11
222,261,1,1997,10
262,923,4,1997,11
43,215,5,1998,1
275,451,3,1997,11
303,152,4,1997,11
144,160,2,1998,2
391,238,5,1997,10
452,1109,2,1997,9
330,77,4,1997,10
197,323,3,1998,4
409,181,4,1997,12
442,559,2,1997,12
210,179,3,1998,2
453,125,3,1997,10
184,517,4,1998,3
381,135,5,1998,4
447,823,3,1997,11
454,182,3,1998,2
16,195,5,1997,10
447,544,4,1997,11
233,56,5,1997,10
345,312,3,1998,1
405,1550,3,1998,1
301,831,4,1997,12
451,882,1,1997,11
5,364,1,1997,9
325,100,4,1998,4
345,972,4,1998,1
454,418,3,1998,2
328,474,4,1998,1
234,472,2,1998,3
450,496,5,1997,12
407,82,3,1997,10
374,230,5,1997,11
158,204,4,1997,11
286,949,4,1997,10
243,778,4,1997,11
305,527,5,1998,2
38,234,5,1998,4
393,100,1,1998,2
82,1164,2,1997,11
13,516,5,1997,12
325,507,3,1998,4
387,83,4,1998,2
286,423,4,1997,10
276,803,2,1997,9
312,968,5,1998,4
417,1039,3,1997,11
145,1002,1,1998,2
87,201,2,1997,11
332,120,4,1998,2
161,135,2,1998,3
450,679,1,1997,12
341,887,5,1998,3
56,77,3,1998,4
343,921,4,1997,10
365,948,1,1998,3
325,99,5,1998,4
168,742,5,1998,1
64,232,2,1998,3
185,275,4,1997,12
293,653,5,1998,3
216,652,4,1997,11
293,637,3,1998,3
269,176,2,1998,4
1,62,3,1997,11
275,946,3,1997,9
393,840,4,1998,2
337,1016,4,1997,9
253,79,5,1998,4
198,174,5,1998,1
450,387,5,1997,12
234,848,3,1998,4
174,347,4,1998,2
96,1154,5,1998,1
279,616,3,1998,3
156,48,4,1998,2
437,1113,4,1997,12
394,552,3,1997,12
295,395,4,1997,11
327,226,3,1998,2
318,517,3,1998,1
393,148,4,1998,2
332,53,3,1998,2
393,41,4,1998,3
44,147,4,1997,10
405,522,1,1998,1
154,527,4,1997,11
312,179,5,1998,4
26,13,3,1998,3
85,511,4,1997,11
234,1459,3,1998,4
436,658,5,1998,2
125,568,5,1997,11
429,219,4,1997,12
389,4,4,1997,11
453,98,4,1997,10
271,272,3,1998,1
234,751,2,1998,3
238,258,3,1997,12
371,79,5,1997,11
303,759,1,1997,11
263,188,5,1998,3
416,117,5,1998,4
354,52,5,1998,3
22,204,5,1997,11
198,1094,1,1998,1
452,152,2,1997,9
344,251,5,1998,3
435,160,5,1998,1
455,135,5,1997,11
195,55,4,1998,3
233,515,5,1997,9
174,597,3,1998,2
450,908,1,1998,1
65,429,4,1997,11
198,501,4,1998,1
417,628,3,1997,11
360,269,4,1997,11
261,1237,3,1998,3
416,1092,3,1998,2
347,25,2,1997,12
196,1118,4,1997,12
39,300,3,1998,4
405,1424,1,1998,1
438,15,4,1997,11
444,50,5,1998,3
49,100,4,1998,2
277,274,4,1997,11
125,88,5,1997,11
344,486,4,1998,1
334,628,4,1998,4
90,45,3,1998,3
280,655,3,1998,4
89,952,2,1997,11
346,186,3,1997,9
195,132,5,1997,10
399,274,3,1997,12
160,218,4,1997,10
193,260,1,1998,3
344,255,4,1998,3
17,744,3,1998,1
311,265,5,1998,1
160,603,4,1997,10
175,132,3,1997,10
413,7,3,1997,11
43,56,5,1997,10
396,986,4,1998,1
120,148,3,1998,3
379,4,5,1997,11
190,895,3,1998,3
99,978,3,1998,1
429,467,4,1997,12
193,352,1,1998,3
269,498,4,1998,4
435,188,4,1998,1
174,122,1,1998,2
13,109,4,1997,12
13,431,1,1997,12
116,730,4,1997,10
445,12,2,1998,3
314,781,3,1997,10
318,697,5,1998,1
58,13,3,1998,1
354,136,5,1998,3
158,235,1,1997,11
87,628,4,1997,11
294,749,3,1997,10
26,742,3,1998,3
378,12,5,1997,11
334,135,4,1998,4
279,40,4,1997,9
366,184,4,1998,3
406,1267,3,1997,12
255,441,2,1997,12
450,265,5,1997,12
232,919,3,1998,2
246,176,4,1998,1
361,435,5,1997,11
412,634,5,1997,11
449,1009,4,1997,11
450,1226,4,1998,2
64,311,2,1998,3
216,928,3,1997,11
265,591,5,1997,9
30,7,4,1997,9
429,410,4,1997,12
64,4,3,1998,3
403,258,4,1997,11
445,763,2,1998,3
269,597,1,1998,4
417,614,3,1997,11
301,179,3,1997,12
234,651,4,1998,4
104,331,3,1998,2
406,732,4,1997,11
206,309,2,1998,2
167,235,3,1998,4
70,625,3,1998,1
4,354,5,1998,4
330,161,4,1997,10
95,443,3,1997,11
181,841,1,1997,11
417,127,4,1997,11
454,633,2,1997,12
389,699,5,1997,11
158,154,4,1997,11
405,217,1,1998,1
157,268,5,1998,2
102,363,2,1998,3
327,1131,4,1998,2
379,23,4,1997,11
276,876,3,1998,1
200,140,4,1998,1
454,181,3,1997,12
308,226,3,1998,2
79,1017,3,1998,3
99,406,3,1998,1
292,190,5,1997,12
160,1,4,1997,10
296,652,4,1998,1
89,815,4,1997,11
299,175,5,1997,11
92,1012,4,1998,2
361,654,4,1997,11
303,1187,4,1997,11
416,959,5,1998,4
227,1017,4,1997,11
64,52,3,1998,3
435,554,3,1998,1
296,89,5,1998,1
303,229,3,1997,11
228,272,5,1998,3
319,333,4,1997,10
94,161,3,1998,4
321,14,3,1997,11
448,1294,1,1998,4
452,495,4,1997,9
267,80,4,1997,11
92,802,2,1997,10
337,121,5,1997,9
102,720,2,1998,3
279,273,2,1997,11
450,183,4,1997,12
310,222,3,1997,11
154,479,4,1997,11
83,405,5,1998,2
43,732,4,1998,1
268,97,4,1997,9
92,410,3,1997,9
43,77,3,1998,1
407,476,2,1998,1
234,1456,4,1998,4
164,237,2,1998,3
330,527,3,1997,10
373,709,5,1997,10
271,644,3,1998,1
130,295,3,1997,9
193,928,2,1998,3
160,50,4,1997,10
439,14,5,1997,12
307,186,5,1997,11
432,1047,5,1998,3
416,332,4,1997,10
145,739,2,1997,9
429,1224,2,1997,12
75,411,5,1998,1
405,88,3,1998,1
445,1245,1,1998,3
363,91,4,1998,4
436,433,5,1998,2
393,831,1,1998,2
173,879,5,1997,10
382,639,3,1997,10
336,1098,3,1997,10
416,64,5,1998,4
26,1008,3,1998,3
380,483,4,1998,1
436,1206,3,1998,2
303,809,2,1997,11
246,743,1,1998,1
73,518,5,1998,2
389,1518,2,1997,11
48,71,3,1997,11
334,319,3,1998,4
406,164,5,1997,12
267,228,5,1997,11
18,527,4,1997,11
314,739,5,1997,10
385,942,2,1997,11
246,265,4,1998,1
130,1273,2,1997,11
330,95,5,1997,10
5,209,5,1997,9
297,70,5,1997,9
87,120,2,1997,11
178,895,3,1998,1
332,684,5,1998,2
321,730,3,1997,11
437,451,5,1997,11
320,62,4,1998,1
447,148,4,1997,11
401,70,4,1998,3
251,288,4,1998,1
110,1188,4,1998,2
314,409,4,1997,10
94,1147,4,1998,1
436,503,4,1998,2
347,241,3,1997,12
452,134,3,1997,9
396,1,4,1998,1
130,202,5,1997,9
423,269,3,1998,4
276,581,4,1998,2
222,222,4,1997,10
280,288,5,1998,4
244,566,4,1997,11
295,371,4,1997,11
423,15,4,1998,4
168,259,2,1998,1
205,328,3,1998,2
183,294,3,1998,4
167,949,1,1998,4
452,736,3,1998,2
193,327,1,1998,3
349,288,3,1997,11
391,748,3,1997,10
398,58,4,1997,10
140,872,3,1997,11
440,886,5,1998,4
374,369,1,1997,11
320,38,4,1998,1
244,40,2,1997,11
308,686,4,1998,2
224,686,4,1998,2
397,327,2,1997,9
271,312,2,1998,1
11,51,4,1998,4
344,535,3,1998,3
109,1023,2,1997,11
199,989,1,1998,1
43,950,3,1998,1
181,147,1,1997,11
258,690,4,1998,1
450,1037,2,1997,12
60,478,3,1997,12
85,1131,4,1997,11
62,763,1,1997,11
362,294,3,1998,1
326,525,5,1997,11
176,270,4,1998,1
81,222,2,1997,10
95,560,1,1997,11
21,327,3,1997,9
416,174,5,1998,4
397,183,4,1998,1
129,288,1,1997,12
354,211,2,1998,3
409,203,5,1997,12
119,282,5,1997,9
224,1441,3,1998,2
301,743,2,1997,12
350,604,5,1997,12
325,133,3,1998,4
121,275,4,1998,4
396,977,3,1998,1
211,228,3,1997,11
52,742,4,1997,12
313,66,1,1998,3
448,360,4,1998,4
269,568,2,1998,4
326,603,4,1997,11
13,878,1,1998,1
286,91,4,1997,10
254,561,3,1998,2
392,8,5,1998,3
92,412,2,1997,9
392,511,5,1998,3
417,545,1,1997,12
401,65,4,1998,3
385,403,3,1997,11
214,185,5,1998,4
416,301,5,1998,4
87,4,5,1997,11
311,604,3,1998,1
210,127,5,1998,2
303,1210,1,1997,11
387,458,1,1998,2
354,740,4,1998,3
90,33,4,1998,3
144,942,4,1998,2
422,379,2,1997,11
26,926,2,1998,3
425,281,2,1997,11
130,68,5,1997,9
71,154,3,1997,10
407,746,4,1997,9
423,348,3,1998,4
374,717,3,1997,12
119,1261,4,1997,9
345,476,3,1998,1
43,879,4,1997,10
239,736,5,1998,3
145,431,5,1997,9
276,124,5,1997,11
68,125,1,1997,10
109,214,1,1997,11
347,127,5,1997,12
387,39,3,1998,2
125,1060,4,1997,11
393,54,4,1998,3
377,164,4,1998,3
265,934,3,1997,9
222,70,3,1997,10
258,289,2,1998,1
115,77,2,1997,12
405,318,5,1998,1
299,56,4,1997,10
405,670,1,1998,1
221,403,4,1997,9
211,69,3,1997,11
313,403,3,1998,3
398,65,3,1997,10
385,523,4,1997,11
299,170,5,1998,3
232,270,3,1997,11
130,721,3,1997,11
92,455,2,1997,10
326,48,3,1997,11
437,696,3,1997,11
395,64,5,1998,1
224,11,3,1998,2
200,393,4,1998,1
56,372,3,1998,4
354,584,5,1998,3
453,248,4,1998,2
27,325,2,1998,4
287,340,5,1998,2
115,269,3,1997,12
379,157,4,1997,12
334,449,3,1998,4
363,554,1,1998,4
106,956,3,1997,12
194,180,3,1997,11
72,38,3,1997,11
194,951,3,1997,11
181,278,2,1997,11
49,413,1,1998,2
357,977,5,1997,11
408,258,3,1998,3
92,209,5,1997,9
348,1061,5,1998,2
442,41,4,1997,12
194,64,5,1997,11
61,347,5,1998,4
48,228,3,1997,11
399,475,5,1997,12
58,89,3,1998,1
43,155,4,1998,1
455,629,3,1997,11
374,310,5,1997,11
115,22,3,1997,12
18,961,3,1997,11
409,87,3,1997,12
389,142,3,1997,11
11,191,4,1998,4
26,1009,2,1998,3
387,203,4,1998,2
236,69,5,1998,3
130,564,4,1997,10
244,739,3,1997,11
416,266,3,1997,10
193,194,4,1998,3
119,1160,5,1998,2
290,742,2,1997,11
307,82,4,1997,9
189,820,1,1998,4
391,127,5,1997,10
318,792,2,1998,1
342,815,4,1997,9
373,100,3,1997,10
326,86,2,1997,11
312,204,4,1998,4
314,88,5,1997,10
308,284,4,1998,2
269,1154,3,1998,4
374,168,1,1997,11
167,719,1,1998,4
81,147,4,1997,10
94,92,4,1998,4
82,513,4,1997,11
422,200,5,1997,11
303,268,5,1997,11
322,514,4,1998,2
213,100,5,1997,11
148,588,4,1997,10
270,181,4,1997,10
230,70,4,1997,11
85,95,4,1997,11
253,333,2,1998,4
251,252,3,1998,1
16,496,5,1997,10
373,559,3,1997,10
442,578,2,1997,12
5,391,4,1997,9
301,176,4,1997,12
344,295,3,1998,3
49,268,3,1998,2
255,234,5,1997,12
151,729,4,1997,11
23,50,4,1997,9
160,1073,4,1997,10
273,305,4,1998,3
7,653,4,1998,3
374,544,1,1997,12
58,120,2,1998,4
405,28,4,1998,1
271,485,4,1998,1
301,443,4,1997,12
394,228,5,1997,12
313,516,4,1998,3
262,1048,2,1997,11
326,615,4,1997,11
338,435,4,1997,11
160,1016,4,1997,10
299,607,4,1997,10
256,1090,2,1997,12
145,620,3,1997,9
391,507,4,1997,10
60,199,5,1997,12
328,7,4,1998,1
51,485,1,1997,12
62,14,4,1997,11
301,552,3,1997,12
91,97,5,1998,4
392,298,1,1998,3
184,742,3,1998,3
380,114,3,1998,1
222,120,2,1997,12
405,437,1,1998,1
389,151,4,1997,11
222,763,3,1997,12
14,285,5,1997,11
363,154,4,1998,4
298,99,3,1998,1
93,125,1,1998,2
380,465,4,1998,1
287,208,4,1997,9
301,120,2,1997,12
141,290,1,1998,1
335,288,4,1998,4
374,233,3,1997,12
222,403,3,1997,10
435,173,5,1998,1
274,471,4,1997,11
433,50,5,1997,11
297,118,3,1997,9
450,194,5,1997,12
377,1105,3,1998,3
293,924,2,1998,3
436,742,5,1998,2
22,871,3,1997,11
222,808,3,1997,12
37,948,4,1997,11
62,162,4,1997,11
389,1286,5,1997,11
448,262,4,1998,4
457,182,4,1997,12
235,79,4,1998,3
447,234,4,1997,11
454,161,4,1998,2
456,175,3,1997,12
6,100,5,1997,12
342,160,3,1997,9
397,117,3,1998,1
181,690,3,1997,11
334,408,4,1998,4
339,1,5,1998,3
425,259,1,1998,3
206,313,5,1998,2
379,82,4,1997,11
450,902,4,1998,3
417,762,3,1997,11
405,192,5,1998,1
96,96,4,1998,1
387,55,3,1998,2
62,921,2,1997,11
145,796,3,1997,9
258,272,5,1998,1
324,9,5,1997,11
339,196,4,1998,3
358,59,4,1998,3
125,50,5,1998,4
417,1047,4,1997,11
426,429,5,1997,11
287,748,4,1997,9
405,1586,1,1998,1
303,185,5,1997,11
25,275,4,1998,1
24,117,4,1997,9
60,1123,4,1997,12
416,734,3,1998,2
192,258,5,1997,12
406,647,5,1997,11
286,214,1,1998,3
283,194,4,1997,11
12,318,5,1997,11
414,294,2,1998,1
154,135,5,1997,11
91,357,5,1998,4
440,1038,5,1998,4
343,100,5,1997,10
267,727,4,1997,11
328,623,3,1998,1
433,325,2,1997,11
428,343,2,1998,1
60,443,4,1997,12
354,498,4,1998,3
343,188,4,1997,10
320,156,5,1998,1
410,748,2,1998,2
303,825,3,1997,11
64,125,2,1998,3
263,22,5,1998,3
174,476,4,1998,2
453,246,5,1997,10
125,801,3,1998,4
301,22,4,1997,12
416,246,4,1997,10
88,886,5,1998,3
451,294,5,1997,11
435,185,4,1998,1
287,250,3,1997,9
393,313,4,1998,2
184,164,3,1998,3
405,1318,1,1998,1
276,549,3,1997,9
420,302,4,1998,3
444,751,4,1998,3
417,23,3,1997,11
234,218,2,1998,4
394,117,5,1997,11
426,486,3,1997,11
34,286,5,1998,2
366,854,5,1998,3
114,179,5,1997,12
233,249,5,1997,12
354,479,4,1998,3
378,110,3,1997,11
92,925,3,1997,9
401,13,2,1998,3
148,993,4,1997,10
73,173,5,1998,2
55,257,3,1997,10
217,176,4,1998,3
94,810,3,1998,4
207,191,4,1997,10
123,143,5,1997,11
442,129,4,1997,12
99,472,3,1998,1
429,127,4,1997,12
76,327,3,1997,9
201,100,4,1998,1
436,226,4,1998,2
287,298,4,1997,9
157,508,5,1998,2
343,52,5,1997,10
437,652,4,1997,12
393,36,3,1998,3
206,340,3,1998,2
98,173,1,1997,11
425,210,3,1998,3
130,433,3,1997,9
450,1263,4,1997,12
85,250,3,1997,12
366,219,5,1998,3
379,270,3,1998,2
380,449,3,1998,1
397,657,5,1998,1
361,173,5,1997,11
347,721,5,1997,12
305,237,2,1998,2
181,986,2,1997,11
447,100,5,1997,11
398,152,4,1997,10
160,969,1,1997,10
214,340,3,1998,4
327,344,4,1998,2
293,747,2,1998,3
394,97,4,1997,11
449,282,3,1997,11
42,866,4,1997,12
264,671,4,1998,1
439,13,3,1997,12
222,215,4,1997,10
248,114,5,1998,1
82,1162,1,1998,1
388,326,5,1998,2
62,55,5,1997,11
390,328,4,1997,11
307,145,4,1997,11
55,273,5,1997,10
224,15,4,1998,2
15,815,1,1997,11
89,213,4,1997,11
250,96,2,1997,10
130,890,4,1997,11
374,651,4,1997,11
254,1133,3,1998,2
318,142,4,1998,1
186,596,4,1997,11
96,79,4,1998,1
311,451,3,1998,1
450,64,4,1997,12
452,435,3,1998,1
99,273,5,1998,2
308,492,3,1998,2
90,514,3,1998,3
65,216,4,1997,11
393,805,2,1998,3
450,1036,2,1997,12
367,379,4,1997,10
385,257,3,1997,11
150,458,4,1997,11
254,679,2,1998,2
330,73,5,1997,10
380,631,4,1998,1
274,164,5,1997,11
409,325,4,1997,12
238,298,5,1997,12
268,1065,4,1997,9
97,357,5,1998,1
221,76,4,1997,9
313,218,2,1998,3
10,144,4,1997,10
450,942,5,1997,12
109,380,5,1997,11
268,527,4,1997,9
354,131,3,1998,3
312,520,5,1998,4
145,238,4,1997,12
253,98,5,1998,4
354,692,2,1998,3
458,1101,4,1998,2
270,258,3,1997,10
429,1028,3,1997,12
381,133,5,1998,4
12,282,5,1997,11
13,678,3,1997,12
392,872,4,1998,3
52,475,4,1997,12
198,660,4,1998,1
262,736,3,1997,11
342,1163,3,1997,9
442,572,3,1997,12
314,111,4,1997,10
279,831,5,1997,10
288,318,4,1998,2
256,121,5,1997,12
401,473,1,1998,3
303,948,2,1997,11
280,1181,2,1998,4
99,338,4,1998,1
194,95,3,1997,11
347,98,5,1997,12
96,198,5,1998,1
405,941,1,1998,1
164,1025,4,1998,3
92,727,4,1997,9
381,485,4,1998,4
41,286,4,1998,3
303,286,5,1997,11
293,22,3,1998,3
311,318,5,1998,1
58,194,3,1998,1
338,480,5,1997,11
117,298,5,1998,1
407,163,3,1997,10
16,812,2,1997,10
92,725,3,1997,10
274,181,5,1997,11
129,327,3,1997,12
416,230,4,1998,2
308,675,4,1998,2
450,467,4,1997,12
447,68,5,1997,11
390,289,3,1997,11
239,340,5,1998,3
220,268,4,1997,12
339,411,2,1998,3
409,168,5,1997,12
276,154,4,1997,9
267,222,4,1997,11
13,210,3,1997,12
451,300,4,1997,11
430,129,5,1997,10
437,1153,5,1997,11
256,748,4,1997,12
303,507,5,1997,11
401,162,5,1998,3
437,118,2,1997,11
416,54,5,1998,4
295,191,5,1997,11
125,1249,3,1998,4
181,329,1,1997,11
219,215,5,1998,3
313,226,4,1998,3
383,483,5,1998,3
406,238,2,1997,11
222,248,4,1997,10
182,123,4,1998,1
184,254,2,1998,3
295,94,4,1997,11
256,831,4,1997,12
325,345,3,1998,4
160,864,1,1997,10
128,54,2,1997,11
437,499,5,1997,11
327,419,4,1998,2
116,993,2,1997,10
267,480,4,1997,11
378,665,2,1997,11
13,524,4,1998,2
48,425,3,1997,11
405,565,2,1998,1
307,462,4,1997,11
258,332,5,1998,1
181,763,1,1997,11
5,379,3,1997,10
416,287,4,1997,11
130,684,5,1997,10
184,942,3,1998,3
46,294,2,1997,12
378,328,3,1998,4
378,433,4,1997,11
407,418,4,1997,10
43,237,4,1997,10
246,1232,1,1998,1
398,393,5,1997,10
450,1212,4,1997,12
355,872,4,1997,11
397,322,1,1997,9
399,273,3,1997,12
343,729,3,1997,10
458,144,4,1998,2
456,715,3,1997,12
108,471,2,1997,11
405,228,1,1998,1
94,23,5,1998,1
296,269,5,1998,1
151,546,2,1997,11
102,1239,2,1998,3
314,246,5,1997,10
295,142,4,1997,11
345,235,3,1998,1
70,193,4,1998,1
63,1137,5,1997,10
325,483,5,1998,4
44,245,4,1997,10
268,554,3,1997,10
144,195,5,1998,2
308,692,3,1998,2
363,825,4,1998,4
334,840,4,1998,4
423,898,4,1998,4
436,845,5,1998,2
28,800,4,1997,12
82,519,4,1997,11
21,452,4,1997,9
451,872,2,1997,11
406,591,3,1997,11
406,713,4,1997,11
13,11,1,1997,12
346,176,4,1997,9
151,1109,4,1997,11
406,490,3,1997,11
311,480,4,1998,1
76,89,4,1997,9
97,202,5,1998,1
1,188,3,1997,9
70,186,4,1998,1
412,480,4,1997,11
312,713,5,1998,4
399,1459,3,1997,12
92,2,3,1997,9
321,20,3,1997,11
296,435,5,1998,1
363,1074,2,1998,4
268,1079,3,1997,10
328,203,5,1998,1
43,71,4,1998,1
290,205,3,1997,11
417,769,1,1997,12
267,1471,2,1997,11
345,1047,4,1998,1
57,298,3,1998,1
393,21,3,1998,2
457,704,4,1997,12
305,183,4,1998,2
37,265,4,1997,11
210,210,5,1998,2
455,293,4,1997,11
49,179,5,1998,2
85,208,5,1997,11
193,722,3,1998,3
221,109,2,1997,9
59,566,4,1998,2
7,553,3,1998,4
435,696,3,1998,1
184,497,4,1998,3
215,179,4,1998,4
154,414,4,1997,11
426,430,3,1997,11
364,269,4,1997,10
250,117,3,1997,10
457,636,4,1997,12
393,70,3,1998,3
243,1281,5,1997,11
345,272,5,1998,1
429,26,3,1997,12
222,111,3,1997,10
44,176,5,1998,1
224,403,4,1998,2
344,301,4,1998,3
450,97,4,1997,12
401,661,3,1998,3
301,719,4,1997,12
442,38,3,1997,12
394,979,5,1997,12
13,842,2,1997,12
42,276,1,1997,12
454,487,4,1998,2
422,477,4,1997,9
450,762,3,1997,12
379,52,4,1997,11
454,484,3,1997,12
379,177,4,1998,2
18,921,5,1997,11
347,151,3,1997,12
312,609,3,1998,4
407,949,3,1997,9
148,204,3,1997,10
327,9,5,1998,2
220,319,4,1997,12
317,323,2,1998,4
405,541,1,1998,1
35,332,4,1997,9
49,219,1,1998,2
101,1047,2,1997,10
159,412,3,1997,11
381,175,5,1998,4
303,1047,2,1997,11
385,87,3,1997,11
56,402,5,1998,4
334,1137,4,1998,4
267,450,2,1997,11
228,690,5,1998,3
198,280,3,1998,1
286,1504,4,1997,10
58,32,5,1998,1
345,582,5,1998,1
208,186,4,1997,12
6,480,4,1997,12
424,9,5,1997,11
246,101,2,1998,1
401,225,1,1998,3
299,278,3,1997,10
226,250,4,1998,1
1,102,2,1998,3
347,223,4,1997,12
426,182,2,1997,11
144,655,5,1998,2
370,604,4,1997,11
396,322,4,1998,1
457,443,4,1997,12
59,511,5,1998,2
82,265,4,1997,11
198,455,3,1998,1
128,402,1,1997,11
399,400,3,1997,12
405,514,1,1998,1
372,286,5,1997,10
450,143,5,1997,12
330,70,4,1997,10
336,158,3,1997,10
299,393,2,1998,3
183,270,3,1998,4
447,879,3,1997,11
407,62,3,1997,10
7,515,3,1998,3
83,391,2,1997,11
1,69,3,1997,9
322,182,5,1998,2
320,50,4,1998,1
385,189,5,1997,12
444,906,4,1998,4
351,286,5,1997,11
360,423,4,1997,11
343,546,1,1997,10
21,931,2,1997,9
130,554,4,1997,10
261,304,3,1998,3
89,150,5,1997,11
94,8,5,1998,1
450,583,4,1997,12
348,924,4,1998,2
367,200,4,1997,10
381,49,2,1998,4
405,623,1,1998,1
401,501,2,1998,3
218,100,4,1997,10
378,172,4,1997,11
234,288,3,1998,3
402,48,5,1997,10
332,54,4,1998,2
345,126,5,1998,1
158,124,4,1997,11
429,464,3,1997,12
393,1043,3,1998,3
442,636,5,1997,12
387,268,3,1998,2
379,152,5,1997,11
416,254,2,1997,11
125,479,4,1997,11
82,174,5,1997,11
379,603,5,1997,11
286,472,3,1997,10
294,406,2,1997,10
450,480,4,1997,12
119,982,4,1997,9
405,216,2,1998,1
64,157,4,1997,11
313,414,3,1998,3
359,246,3,1998,2
363,403,3,1998,4
62,47,4,1997,11
310,181,4,1997,11
92,367,3,1997,9
276,628,4,1997,9
406,511,5,1997,11
90,155,5,1998,3
270,253,5,1997,10
181,925,2,1997,11
177,59,4,1997,11
121,181,5,1998,4
215,354,4,1998,4
294,1132,4,1998,3
426,526,4,1997,11
176,303,3,1998,1
405,87,1,1998,1
393,223,4,1998,2
407,182,4,1998,2
328,222,3,1998,1
462,682,5,1998,2
269,100,5,1998,4
450,846,3,1997,12
327,1100,4,1998,2
383,197,5,1998,3
339,265,3,1998,3
391,300,2,1997,10
90,547,3,1998,3
213,318,5,1997,11
320,184,5,1998,1
354,605,3,1998,3
152,157,5,1997,12
442,29,3,1997,12
378,636,3,1997,11
110,790,4,1998,2
407,147,4,1998,2
327,195,4,1998,2
363,101,1,1998,4
130,331,3,1997,10
457,775,3,1997,12
286,393,4,1997,10
416,607,5,1998,4
29,294,4,1997,12
188,864,2,1997,9
387,1199,5,1998,2
271,38,2,1998,1
382,717,3,1997,10
30,1013,3,1997,9
334,512,4,1998,4
222,270,2,1997,10
387,24,5,1998,2
459,934,3,1997,11
92,955,4,1997,9
276,262,4,1998,4
96,176,4,1998,1
7,491,5,1998,3
276,652,4,1998,3
14,18,3,1997,11
254,136,4,1998,2
452,191,5,1997,10
210,420,4,1998,2
407,265,3,1997,10
228,98,3,1998,3
82,202,4,1997,11
450,561,4,1998,2
235,494,4,1998,3
267,216,4,1997,11
453,697,4,1997,10
409,133,4,1997,12
102,102,3,1998,1
259,317,5,1997,9
435,576,3,1998,1
63,1009,4,1997,10
305,1104,4,1998,2
377,313,5,1998,3
299,1214,2,1998,3
7,118,2,1998,3
423,300,3,1998,4
271,31,4,1998,1
173,268,4,1997,10
279,1108,1,1998,4
398,176,4,1997,10
63,255,4,1997,10
38,526,1,1998,4
59,227,3,1998,2
317,351,3,1998,4
92,73,3,1997,9
392,632,5,1998,3
425,1314,3,1997,11
388,690,5,1998,2
39,347,4,1998,4
367,567,4,1997,10
417,200,4,1997,11
436,1522,2,1998,2
409,604,4,1997,12
457,192,5,1997,12
7,537,3,1998,3
92,476,2,1998,2
43,302,4,1998,2
417,131,4,1997,11
94,431,4,1998,4
374,210,4,1997,11
247,28,5,1998,4
301,1012,4,1997,12
299,475,4,1997,10
73,271,2,1998,3
10,698,4,1997,10
427,319,3,1997,11
449,1194,4,1997,11
392,847,4,1998,3
393,323,2,1998,2
194,235,2,1997,11
434,406,3,1998,2
221,33,4,1997,9
16,7,5,1997,10
416,936,5,1998,4
454,87,4,1997,12
243,137,3,1997,11
277,285,4,1997,11
363,1052,3,1998,4
384,347,4,1998,3
295,648,4,1997,11
207,181,3,1997,10
268,302,5,1997,10
116,914,2,1998,4
381,459,4,1998,4
450,487,4,1998,2
244,628,4,1997,11
436,157,5,1998,2
184,995,3,1998,3
416,22,5,1998,4
326,234,3,1997,11
455,755,3,1997,11
457,708,4,1997,12
303,483,5,1997,11
100,1238,2,1998,3
397,479,4,1998,1
268,582,5,1997,9
303,940,2,1997,11
130,218,5,1997,10
7,53,5,1998,3
11,12,2,1998,4
297,222,4,1997,9
59,707,3,1998,2
458,648,4,1998,2
102,350,3,1998,4
324,307,5,1997,11
275,226,3,1997,11
85,179,4,1997,11
56,64,5,1998,4
194,70,3,1997,11
350,193,4,1997,12
119,322,4,1997,9
223,332,4,1998,4
456,943,4,1997,12
454,1299,2,1998,2
234,589,3,1998,4
429,229,2,1997,12
378,1107,3,1997,11
460,10,3,1997,12
215,227,5,1998,4
129,245,2,1997,12
425,322,3,1998,3
32,257,4,1998,1
83,1165,2,1998,1
145,122,1,1998,2
60,842,4,1997,12
397,705,5,1998,1
23,357,3,1997,9
116,299,3,1997,10
455,282,3,1997,11
207,79,4,1997,9
318,69,5,1998,1
297,47,2,1997,9
